,Unnamed: 0,duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,prediction
13743,13743,0,tcp,pm_dump,SF,44,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0.0,0.0,0.6,0.0,0.2,0.8,0.0,255,26,0.1,0.03,0.0,0.0,0.0,0.0,0.3,0.0,normal
13746,13746,0,tcp,http,SF,355,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,22,0.0,0.0,0.0,0.0,1.0,0.0,0.18,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
13748,13748,0,tcp,sunrpc,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0.0,0.0,1.0,1.0,1.0,0.0,1.0,255,15,0.06,0.03,0.0,0.0,0.02,0.0,0.27,1.0,normal
13751,13751,0,udp,private,SF,54,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,510,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,normal
13752,13752,0,tcp,http,SF,202,6008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,12,0.0,0.0,0.0,0.0,1.0,0.0,0.17,110,254,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,normal
13753,13753,0,tcp,http,SF,300,1198,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,6,0.0,0.0,0.0,0.0,1.0,0.0,0.33,29,255,1.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,normal
13754,13754,0,tcp,http,SF,223,1510,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,23,0.0,0.0,0.0,0.0,1.0,0.0,0.13,193,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,normal
13755,13755,4,tcp,pop_3,SF,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,204,185,0.91,0.01,0.0,0.0,0.0,0.0,0.05,0.0,normal
13758,13758,1,tcp,smtp,SF,1044,327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,255,135,0.53,0.06,0.0,0.0,0.0,0.0,0.01,0.01,normal
13759,13759,4,tcp,pop_3,SF,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,247,0.97,0.02,0.0,0.0,0.0,0.0,0.02,0.0,normal
13764,13764,0,tcp,http,SF,244,4930,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,166,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal
13765,13765,0,tcp,http,SF,221,5257,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,0.0,0.0,0.0,0.0,1.0,0.0,0.31,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
13766,13766,0,tcp,http,SF,209,306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20,28,0.0,0.0,0.0,0.0,1.0,0.0,0.14,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
13768,13768,0,udp,private,SF,105,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,249,0.98,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal
13774,13774,0,udp,domain_u,SF,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,43,0.0,0.0,0.0,0.0,1.0,0.0,0.05,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,normal
13775,13775,0,udp,private,SF,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal
13776,13776,0,tcp,http,SF,236,5551,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,255,1.0,0.0,0.09,0.04,0.0,0.0,0.0,0.0,normal
13778,13778,0,udp,private,SF,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0.0,0.0,0.0,0.0,0.75,0.5,0.0,255,253,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal
13779,13779,0,udp,domain_u,SF,44,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,193,222,0.88,0.01,0.88,0.01,0.0,0.0,0.07,0.0,normal
13780,13780,0,udp,private,SF,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal
13787,13787,0,tcp,http,SF,208,2393,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
13789,13789,0,udp,domain_u,SF,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,249,0.98,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal
13791,13791,0,tcp,ftp_data,SF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,13,1.0,0.0,1.0,0.15,0.0,0.0,0.0,0.0,normal
13794,13794,0,tcp,http,SF,258,5579,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,0.0,0.0,0.0,0.0,1.0,0.0,0.5,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,normal
13797,13797,0,tcp,telnet,SF,125,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,67,0.26,0.02,0.0,0.0,0.0,0.0,0.01,0.04,normal
13799,13799,0,tcp,http,SF,326,2445,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16,0.0,0.0,0.0,0.0,1.0,0.0,0.12,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
13800,13800,0,tcp,http,SF,297,176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,19,0.0,0.0,0.0,0.0,1.0,0.0,0.21,11,255,1.0,0.0,0.09,0.03,0.0,0.0,0.0,0.0,normal
13801,13801,0,tcp,telnet,SF,121,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,230,0.9,0.02,0.0,0.0,0.0,0.0,0.02,0.03,normal
13802,13802,281,tcp,ftp,SF,158,595,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,123,56,0.46,0.03,0.01,0.0,0.0,0.0,0.0,0.0,normal
13804,13804,0,tcp,http,SF,308,282,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72,242,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,normal
13806,13806,28,tcp,ftp,SF,1053,3081,0,0,0,22,0,1,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,216,56,0.26,0.03,0.0,0.0,0.0,0.0,0.0,0.0,normal
13808,13808,7625,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,169,0.66,0.03,0.0,0.0,0.33,0.5,0.11,0.08,normal
13811,13811,0,tcp,telnet,SF,124,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,251,0.98,0.01,0.0,0.0,0.0,0.0,0.02,0.02,normal
13812,13812,0,udp,private,SF,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal
13813,13813,0,tcp,http,SF,241,2507,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,246,0.96,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal
13814,13814,284,tcp,ftp,SF,152,591,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,17,0.07,0.94,0.0,0.0,0.0,0.0,0.93,0.0,normal
13815,13815,0,udp,domain_u,SF,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0.0,0.0,0.0,0.0,1.0,0.0,0.15,255,252,0.99,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal
13817,13817,0,tcp,http,SF,240,285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
13819,13819,281,tcp,ftp,SF,158,597,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15,5,0.33,0.2,0.07,0.0,0.0,0.0,0.0,0.0,normal
13820,13820,0,udp,private,SF,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,509,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,normal
13822,13822,0,tcp,http,SF,304,3222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,225,0.88,0.02,0.0,0.0,0.0,0.0,0.07,0.0,normal
13824,13824,0,tcp,http,SF,224,2302,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
13825,13825,0,tcp,http,SF,322,2344,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
13826,13826,6,tcp,pop_3,SF,30,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,249,0.98,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal
13829,13829,0,tcp,http,SF,275,5579,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,7,0.0,0.0,0.0,0.0,1.0,0.0,0.29,243,255,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,normal
13833,13833,0,tcp,http,SF,334,3511,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,14,0.0,0.0,0.0,0.0,1.0,0.0,0.14,244,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,normal
13834,13834,0,tcp,http,SF,229,4913,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,17,0.0,0.0,0.0,0.0,1.0,0.0,0.12,81,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,normal
13837,13837,1,tcp,smtp,SF,2235,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,255,162,0.64,0.02,0.0,0.0,0.0,0.0,0.0,0.0,normal
13839,13839,0,tcp,http,SF,198,3127,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,55,0.0,0.0,0.0,0.0,1.0,0.0,0.09,180,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal
13841,13841,0,udp,domain_u,SF,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,158,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
13844,13844,0,udp,private,SF,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,normal
13847,13847,0,tcp,http,SF,212,882,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33,255,1.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,normal
13848,13848,0,tcp,http,SF,229,6837,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14,255,1.0,0.0,0.07,0.04,0.0,0.0,0.0,0.0,normal
13850,13850,0,tcp,http,SF,328,321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,80,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal
13852,13852,0,tcp,http,SF,216,6028,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,93,230,1.0,0.0,0.01,0.04,0.0,0.0,0.0,0.0,normal
13853,13853,0,tcp,http,SF,288,301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
13854,13854,7686,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,162,0.64,0.02,0.0,0.0,0.53,0.52,0.01,0.01,normal
13857,13857,0,udp,private,SF,54,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,509,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,normal
13859,13859,0,tcp,http,SF,203,5270,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42,255,1.0,0.0,0.02,0.04,0.0,0.0,0.0,0.0,normal
13861,13861,7550,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,170,0.67,0.31,0.0,0.0,0.5,0.75,0.31,0.01,normal
13862,13862,0,tcp,telnet,SF,120,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.02,0.02,normal
13863,13863,0,tcp,smtp,SF,749,432,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,255,6,0.02,0.06,0.0,0.0,0.0,0.0,0.97,0.0,normal
13865,13865,0,tcp,http,SF,308,1474,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
13866,13866,0,tcp,http,SF,219,487,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,5,0.0,0.0,0.0,0.0,1.0,0.0,0.4,71,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,normal
13867,13867,0,udp,other,SF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,255,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,normal
13869,13869,0,tcp,http,SF,284,294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal
13873,13873,0,tcp,ftp,SF,26,157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,242,121,0.5,0.02,0.0,0.0,0.0,0.0,0.0,0.0,normal
13874,13874,0,tcp,http,SF,144,3374,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,255,1.0,0.0,0.5,0.09,0.0,0.01,0.0,0.0,normal
13876,13876,7634,tcp,telnet,SF,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,170,0.67,0.02,0.0,0.0,0.49,0.47,0.01,0.01,normal
13877,13877,282,tcp,ftp,SF,158,595,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,154,53,0.34,0.05,0.01,0.0,0.0,0.0,0.0,0.0,normal
13878,13878,0,tcp,http,SF,320,370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,194,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal
13879,13879,0,tcp,http,SF,217,1841,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,252,1.0,0.0,0.04,0.05,0.0,0.0,0.0,0.0,normal
13880,13880,0,tcp,ftp_data,SF,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,239,78,0.3,0.02,0.3,0.03,0.0,0.0,0.0,0.0,normal
13881,13881,4,tcp,pop_3,SF,31,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,133,0.52,0.02,0.0,0.0,0.0,0.0,0.18,0.02,normal
13882,13882,4,tcp,pop_3,SF,26,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,118,103,0.86,0.03,0.01,0.02,0.0,0.0,0.08,0.0,normal
13883,13883,4,tcp,pop_3,SF,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,47,46,0.96,0.04,0.02,0.04,0.0,0.0,0.0,0.0,normal
13884,13884,0,tcp,http,SF,229,2698,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,243,0.95,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal
13888,13888,0,tcp,http,SF,165,471,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,7,0.0,0.0,0.0,0.0,1.0,0.0,0.43,17,255,1.0,0.0,0.06,0.03,0.0,0.0,0.0,0.0,normal
13890,13890,0,tcp,http,SF,283,2777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23,0.0,0.0,0.0,0.0,1.0,0.0,0.13,186,255,1.0,0.0,0.01,0.02,0.0,0.01,0.0,0.0,normal
13891,13891,0,udp,domain_u,SF,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.0,0.0,0.0,0.0,1.0,0.0,0.75,239,10,0.04,0.03,0.04,0.0,0.0,0.0,0.0,0.0,normal
13894,13894,0,tcp,http,SF,291,8195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,73,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal
13899,13899,0,udp,domain_u,SF,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,199,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
13901,13901,0,tcp,http,SF,288,175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15,255,1.0,0.0,0.07,0.03,0.0,0.0,0.0,0.0,normal
13902,13902,0,tcp,http,SF,325,2531,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,0.0,0.0,0.0,0.0,1.0,0.0,0.67,2,2,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,normal
13904,13904,0,tcp,ftp_data,SF,7280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,230,75,0.33,0.02,0.33,0.0,0.0,0.0,0.0,0.0,normal
13905,13905,0,tcp,http,SF,151,2297,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,255,1.0,0.0,0.25,0.05,0.0,0.0,0.0,0.0,normal
13906,13906,0,tcp,http,SF,229,4331,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23,0.0,0.0,0.0,0.0,1.0,0.0,0.39,2,243,1.0,0.0,0.5,0.07,0.0,0.0,0.0,0.0,normal
13909,13909,0,udp,domain_u,SF,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,0.0,0.0,0.0,0.0,1.0,0.0,0.19,10,10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,normal
13911,13911,0,tcp,http,SF,143,457,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,254,1.0,0.0,0.2,0.04,0.0,0.0,0.0,0.0,normal
13915,13915,4,tcp,pop_3,SF,32,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,132,0.52,0.02,0.0,0.0,0.0,0.0,0.17,0.01,normal
13916,13916,0,udp,private,SF,105,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,normal
13920,13920,0,udp,private,SF,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,506,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,254,1.0,0.01,0.76,0.0,0.0,0.0,0.0,0.0,normal
13922,13922,4,tcp,pop_3,SF,28,93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,237,0.93,0.01,0.0,0.0,0.0,0.0,0.04,0.0,normal
13923,13923,282,tcp,ftp,SF,164,599,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,normal
13924,13924,0,tcp,http,SF,302,2507,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,74,73,0.99,0.03,0.01,0.0,0.0,0.0,0.03,0.03,normal
13926,13926,0,tcp,http,SF,246,672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,174,225,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,normal
13927,13927,0,tcp,telnet,SF,120,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,73,0.29,0.02,0.0,0.0,0.0,0.0,0.01,0.04,normal
13928,13928,0,tcp,http,SF,303,260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19,0.0,0.0,0.0,0.0,1.0,0.0,0.11,9,255,1.0,0.0,0.11,0.02,0.0,0.0,0.0,0.0,normal
13929,13929,0,tcp,http,SF,263,777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,22,0.0,0.0,0.0,0.0,1.0,0.0,0.14,196,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,normal
13932,13932,0,tcp,http,SF,234,21584,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
13934,13934,0,tcp,telnet,SF,125,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,148,0.58,0.02,0.0,0.0,0.0,0.0,0.02,0.03,normal
13938,13938,0,tcp,http,SF,318,4768,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,126,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,normal
13939,13939,0,tcp,http,SF,241,5381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
13940,13940,0,tcp,http,SF,211,1423,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,12,0.0,0.0,0.0,0.0,1.0,0.0,0.42,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
13941,13941,0,tcp,http,SF,263,312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
13942,13942,0,tcp,ftp_data,SF,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,15,1.0,0.0,1.0,0.13,0.0,0.0,0.0,0.0,normal
13944,13944,0,tcp,http,SF,229,925,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,normal
13945,13945,1,tcp,smtp,SF,1525,332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,166,85,0.38,0.04,0.01,0.02,0.0,0.0,0.0,0.0,normal
13947,13947,1,tcp,smtp,SF,2599,293,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,255,78,0.31,0.14,0.0,0.0,0.0,0.0,0.68,0.0,normal
13949,13949,0,tcp,http,SF,242,2431,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,79,227,1.0,0.0,0.01,0.07,0.0,0.0,0.0,0.0,normal
